"tipo_Plan","entidad_promotora","conjunto","modalidad_captura","especies_objetivo","zona_Trabajo","dias_maximos","epoca_Trabajo","puntos_control","zonas_trabajo_detallada","ide_plan_explotación"
"JANE","CP. Cedeira","F","MSAS;","NOW,","Punta Frouxeira (Leste) e punta Chirlateira,","19","De xuño a decembro,","Embarcacion de vixilancia, porto de Cedeira, lonxa de Cedeira,","Cedeira: Punta Frouxeira (Leste) e punta Chirlateira,","2019216"
"JANE","C.P. Ferrol","F","MSAS;","NOW,","De punta San Carlos a punta Frouxeira,","63","De xuño a decembro,","Peirao de Ferrol,","San Cristobo (de punta San Carlos a punta Fornelos,) (CF-141), A Vaca-Penaroiba (CF-137),;","2019217"
"JANE","C.P. Palmeira","F","MA;","NOW,","A Insuela,","20","Xaneiro, de outubro a decembro,","Nave da C.P. Palmeira,","A Insuela (AR-065),","2019218"
"JANE","C.P. A Guarda","F","A pé;","NOW,","De punta Orelluda a Punta dos Picos,","60","Xaneiro a febreiro, de xuño a decembro,","Porto de Oia, Horizonte, lonxa de A Guarda,","De punta Orelludas ata punta dos Picos (VI-207): Porto das Canelas-Porto Oia (VI-251), Porto Oia-Orja (VI-252), Amiadelo-O Remanso (VI-253), Laxe de can (VI-254), A Grelo-Terra de Ribel (VI-255),;","2019219"
"JANE","C.P. Aldán-O Hio","F","MA; MSAS;","NOW,","De punta Couso a Punta Niño Corvo, cara ao interior da ría de Aldán,","75","De Xaneiro a marzo, de xuño a decembro,","Lancha de vixilancia, lonxa de Aldán,","Francón (PO-202), Augadelas (PO-201), Praia do Portal (PO-199), Area Brava-punta Alada (PO-200), Pena Rubia (PO-215), Niño do Corvo (pendente de codificar),;","2019220"
"JANE","C.P. A Illa de Arousa","F","MA; MSAS;","NOW,","De Sapeiras de Terra ata punta Salinas, punta Testos, punta Niño do Corvo, Area Secada, punta Cabalo,","44","Xaneiro, febreiro, de xuño a decembro,","Areoso, Roncadoiras, Arnela, Concerrado, Bao, lonxa da Illa de Arousa,","-Zona 1. (Testos-Punta Barbafeita 1, Testos-Punta Barbafeita 2, Punta Barbafeita-Punta Cabalo,); -Zona 2. Canteira 2,; -Zona 3. O Bao,; -Zona 4. (Camaxe-Punta Salinas, Xastelas, Arnela, Arnela-Carreirón,); -Zona 5. Areoso,; -Zona 6. Camallón,;","2019221"
"JANE","C.P. Baiona","F","A pé; MA; MSAS;","NOW,","De punta Orelluda a punta Santa Marta; desde a desembocadura do río Miñor ata a praia de Portocelo,","a pé;: 30, MA; MSAS;: 45","De maio a decembro,","Zona de traballo, lonxa de Baiona,","-Zona 1. (De praia de Portocelo á desembocadura do río Miñor, de punta Santa Marta ata cabo Silleiro,); -Zona 2. (De cabo Silleiro ata punta Centinela,); -Zona 3. (De punta Centinela a punta Orelludas,);","2019222"
"JANE","C.P. Cangas","F","MA; MSAS;","NOW,","De punta Balea ao extremo leste da praia de Liméns, (incluíndo o faro da Borneira e Illote Corbeiro,); do extremo oeste da praia de Liméns ao extremo leste da praia de Barra, do extremo oeste da praia de Barra ata punta Robaleira, de punta Balea a punta Rodeira,","135","De xaneiro a decembro, (cunha veda de marzo a abril,);","Zonas de traballo, peirao de Cangas, lonxa de Cangas,","-Subzona 1. (de punta Balea ao extremo leste da praia de Liméns, (incluíndo o faro da Borneira, Illote Corbeiro,)); -Subzona 2. (do extremo oeste da praia de Liméns ao extremo leste da praia de Barra,); -Subzona 3. (do extremo oeste da praia de Barra ata punta Robaleira, (1)); -Subzona 4. (de punta Balea a punta Rodeira,); Figuras de protección: (1) LIC Costa da Vela,;","2019223"
"JANE","C.P. O Grove","F","MSAS;","NOW,","De punta Moreiras ata punta Area das Pipas, de Praia Barrosa a punta Raeiros,","60","De xaneiro a decembro, (cunha veda entre marzo e xuño,);","Peirao de San Vicente, Peirao de Meloxo, Lonxa de O Grove,","*","2019224"
"JANE","C.P. Vigo","F","A pé; MA; MSAS;","NOW,","De punta Lagoa a praia de Area Longa, (excluída); de punta de Alcabre a praia de Abra, (excluída);","A pé;: 5,  MA; MSAS;: 60,","De xaneiro a decembro, (cunha veda de dous meses en marzo e abril, agás en Cabo de Mar,; En Cabo de Mar a veda será en maio e xuño,;);","Zona de traballo, lonxa de Canido, lonxa de Vigo,","-Na modalidade de mergullo identificanse os seguintes bancos: Cabo de Mar (VI-546), As Barcas (VI-582), Toralla (VI-583), Cabo Estai-1 (VI-584-I), Cabo Estai-2 (VI-584-II), Canto da Area (VI-585),;","2019225"
"KPOL","A.M. San Cosme de Barreiros-Foz","F","A pé;","ARM,","Bancos de Fondás, O Taro,","80","De xaneiro a decembro,","Fondás, Estaleiro, saída do Taro,","-Zona 1. Banco de Fondás (CL-166),; -Zona 2. O Taro (CL-169),;","2019226"
"KPOL","A.M. Fonte Santa Helena-Baldaio","F","A pé;","ARM,","Lagoa externa de Baldaio,","80","De xaneiro a decembro,","Caseta de Fonte Santa Helena,","Lagoa externa de Baldaio (CF-047), (CF-048), (CF-049),","2019227"
"KPOL","C.P. A Coruña","F","A pé; MSAS;","ARM, UBI,","Pedra do Sal, Leira, (campo de Futbol); Leira, Leira, (entre Leira e Caión); Caión, (praia da Salseira,); Barrañán, (o Relojero,); Balcobo Pequeno, (praia de Balcobo Pequeno ata Pedra Herba,); Ripibello,; Os Castelos,; Praia de Sabón, (A Térmica,); Suevos, (porto de Suevos ata a fábrica Artabra,); Bens, (praia da Refinería,); Bens, (illa Redonda,); O Portiño,; Riazor-Orzan,; San Amaro,; Bastiagueiro Pequeno,;","155","De xaneiro a decembro,","Porto de Suevos, Puerto de Oza, Fábrica Ártabra,","A- Pedra do Sal (CF-053),; B- Leira (campo de Futbol) (CF-054), (CF-055),; C- Leira (CF-057),; D- Leira, (entre Leira e Caión) (CF-056),; E- Caión (praia da Salseira) (CF-058),; F- Barrañan (o Relojero) (CF-059),; G- Balcobo Pequeno (praia de Balcobo Pequeno ata Pedra Herba) (CF-060),; H- Ripibello (CF-061), (CF-062),; I- Os Castelos (CF-066), (CF-066), (CF-067),; J- Praia de Sabón (A Térmica) (CF-069),; K- Suevos (porto de Suevos ata a fábrica Artabra,) (CF-070), (CF-071), (CF-072), (CF-073),; L- Bens (CF-) (praia da Refinería) (CF-),; LL- Bens (illa Redonda) (CF-075),; M- O Portiño (CF-076),; N- Riazor-Orzán (CF-077), (CF-078),; Ñ- San Amaro (CF-063),; O- Bastiagueiro Pequeno (CF-064),;","2019228"
"KPOL","C.P. Camelle, C.P. Corme, C.P. Laxe, C.P. Malpica, (plan conxunto)","T","A pé; MA; MSAS;","UBI,","De punta Gallada á Pedra do Sal, (agás as praias de Laxe, as illas Sisargas, as Lagoas de Baldaio,);","170","De xaneiro a decembro,","Rampa do porto de Corme, caseta información turística A Carballa,","-Zona A. (intermareal e submareal das praias do ámbito territorial da C.P. Camelle): Praia de Soesto (CM-187), (CM-188),; Taín (CM-230), Pedreira (CM-162), Praia de Traba (CM-161), O Cabezo (CM-157), A Señora (CM-189), Sabadelle (CM-190), Praia de Camelle (CM-191), (CM-192), (CM-193),; A Lagoa (CM-231), Puntal do Curro (CM-194), Arou (CM-160), As Lameiras (CM-195), (CM-196),; O Besugueiro (CM-197), Lobeiras (CM-232), Cabanas (CM-233), Ríos (CM-234), Praia de Trece (CM-163), Os Ingleses (CM-198),; -Zona B. (intermareal e submareal das praias do ámbito territorial da C.P. Laxe, agás a praia de Laxe,): Area das vacas (CM-199), (CM-200),; Rebordelo (CM-154), San Pedro (CM-235),; -Zona C. (intermareal e submareal das praias do ámbito territorial da C.P. Corme,): Praia de Niñóns (CM-178), (CM-179), (CM-180),; Santa Mariña (CM-223), A Barda (CM-158), (CM-159),; Ínsua (CM-224), Area das cunchas (CM-225), Praia da Arnela (CM-226), Praia do Osmo (CM-227), Praia da Hermida (CM-181) (CM-182),; Río Covo (CM-156), Praia de Balarés (CM-183), (CM-184), (CM-185), (CM-186),; Fustín (CM-153), A Tiñosa (CM-155),; -Zona D. (intermareal e submareal das praias do ámbito territorial da C.P. Malpica, agás as lagoas de Baldaio, as Illas Sisargas,): Praia de Razo (CM-221), (CM-222),; Praia de Santa Mariña (CM-219), (CM-220),; Praia de Pradeiras (CM-218), Praia de Torradas (CM-169), Aviño (CM-170), Praia Dos Riás (CM-215), (CM-216), (CM-217),; Praia de San Miro (CM-213), (CM-214),; Praia da Rega (CM-211), (CM-212),; Os Muíños (CM-239), Fonte Fría (CM-238), Xareiro (CM-237), Castelo-Barca de Majé (CM-236), Caldeirón (CM-210), Praia de Malpica-Area maior (CM-167), (CM-168),; Canide (CM-166), Coido entre as praias de Malpica e Seaia (CM-209), Praia de Seaia (CM-207), (CM-208),; Praia de Beo (CM-164), (CM-165),; Coido entre as praias de Beo e Esteiro (CM-206), Praia de Esteiro ou Seiruga (CM-203), (CM-204), (CM-205),; Praia de Barizo (CM-201), (CM-202),;","2019229"
"KPOL","C.P. Lira","F","A pé;","UBI, NER, ARM,","Da desembocadura do río Larada ata punta Ínsua,","130","De xaneiro a decembro,","Peirao de Lira,","-Dentro da REMIP: Zona B. (de Maceiras (S da praia de Carnota) á esquina do campo de fútbol, incluíndo a praia de Portocubelo,): Bancos de Cons, Larpa, Mar de Lira,; Zona C. (da esquina do campo de fútbol a O Curro,); Zona D. (de O Curro ata punta Raposeiros, (lombo da Campa)): Banco de Ardeleiro, Agás banco de Ximprón que está cedido á C.P. O Pindo,; -Fóra da REMIP (Dende punta Raposeiros ata punta Insua,): Bancos de Surreseco, Arca, Susiños, (CM-025),;","2019230"
"KPOL","C.P. Lira","F","MSAS;","UBI,","Da desembocadura do río Larada a punta Insua,","70","De abril a outubro,","Peirao de Lira,","-Dentro da REMIP: Zona A. (da boca do río a Maceiras, praia da Lagoa e Lagoa de Carrofeito,); Zona B. (de Maceiras (Sur da praia de Carnota) á esquina do campo de fútbol, incluíndo a praia de Portocubelo (inclúe praias de Caxido, Cancelo e Mar de Lira)); Zona C. (da esquina do campo de fútbol a O Curro, (inclúe praias de porto da Barca, porto Balea,)); Zona D. (de O Curro ata punta Raposeiros (Lombo da Campa), (inclúe a praia de Ardeleiro,); -Fóra da REMIP: Dende Lombo da Campa ata punta Insua,;","2019231"
"KPOL","C.P. Miño","F","A pé;","ARM, NER, UBI, DIN,","De punta Carboeira ata a marxe dereita da desembocadura do río Mandeo na ponte do Pedrido,","220","De xaneiro a decembro,","Porto-praia pequena de Miño,","Praia das Vacas (CF-091-I), Porto-Praia Pequena (CF-090-I), Ponte do Porco (CF-082-I), Espiñeira (CF-089-I), Souto (CF-086), Cuco, Castelo do Pedrido, Bañobre, Alpompor, Policarpo, Ememasa;","2019232"
"KPOL","C.P. Muros","F","MA; MSAS;","ARM, NER, UBI, DIN,","De punta Insua a punta Uhía,","150","De xaneiro a decembro,","Rampa do Castillo, rampa dos bateeiros, Ancoradoiro,","Punta Insua a punta Uhía 1 (MN-101-I), punta Insua a punta Uhía 2 (MN-101-II), punta Insua a punta Uhía 3: punta Insua a punta Uhía 3a (MN-101-III), punta Insua a punta Uhía 3b (MN-101-IV),; punta Insua a punta Uhía 4 (MN-101-V),;","2019233"
"KPOL","C.P. O Pindo","F","A pé;","ARM, DIN, NER, UBI,","Desembocadura do río Larada ata a desembocadura do rio Xallas, Praias de Area Branca, Lires, O Rostro, Mar de Fóra, Arnela,","195","De xaneiro a decembro,","Porto do Pindo, praia do Rostro, Porto de Portocubelo,","No ámbito do Pindo: Punta Caldebarcos (CM-101), Pozo das Centolas (CM-107), Praia de San Pedro (CM-039), De punta do Portiño a praia de Cornabecerra (CM-040), Praia de Area Branca (CM-041), Entre as pedras Mariñas e Punta Caldebarcos (sen codificar),; No ámbito de Fisterra: Praias de Lires (ao sur da desembocadura do río Castro) (CM-172), O Rostro (CM-173), Mar de Fora (CM-175), Arnela (CM-174),;","2019234"
"KPOL","C.P. Porto do Son","F","A pé;","UBI,","Entre punta Cabeiro e río Sieira,","100","De xaneiro a decembro,","Praia de Cabeiro, peirao de Porto do Son, praia Arnela, praia de Arealonga, Porcalleira, río Sieira,","Zona A. (de punta Cabeiro a porto de Porto do Son,) (MN-088-I),; Zona B. (de escolleira Porto do Son a punta Magrío,) (MN-089-I),; Zona C. (de punta Castro a Porcalleira) (MN-090-I), (MN-091-I),; Zona D. (de Porcalleira a río Sieira,) (MN-092-I), (MN-093-I), (MN-094-I),;","2019235"
"KPOL","C.P. Porto do Son","F","MA; MSAS;","UBI,","Entre punta Cabeiro e río Sieira,","135","De xaneiro a decembro,","Rampa do peirao de Porto do Son,","Zona A. (de punta Cabeiro a porto de Porto do Son,) (MN-088 II),; Zona B. (de escolleira Porto do Son a punta Magrío,) (MN-089-II),; Zona C. (de punta Castro a Porcalleira,) (MN-90-II), (MN-091-II),; Zona D. (de Porcalleira a río Sieira,) (MN-092-II), (MN-093-II), (MN-094-II), (MN-095-II), (MN-096-II),;","2019236"
"KPOL","C.P. Aldán-O Hio","F","A pé;","ARM, DIN, NER, UBI,","De punta Couso a punta Morcegos, cara ó interior da ría de Aldán,","36","De xaneiro a decembro,","Lonxa de Aldán,","Vilariño (PO-166), San Cibrán (PO-167),","2019237"
"KPOL","C.P. Cambados","F","A pé;","ARM, DIN, NER,","Desde a desembocadura do río Umia ata o Rego do Alcalde,","180","De xaneiro a decembro,","Galpón de Ribeira da Mouta, lonxa de Tragove,","Zona 1. Saco de Fefiñáns (AR-015),; Zona 2. Pantalán (AR-013), Fefiñáns (AR-012),; Zona 3. O Sarrido (AR-011),; Zona 4. Bebedeiros, Medio do Sarrido, Illeira (AR-011),; Zona 5. Punta Tragrove a rego do Alcalde, (AR-217),;","2019238"
"KPOL","C.P. Cangas","F","MA; MSAS;","UBI,","De praia do Sinal a punta Vixia,","80","De xaneiro a decembro,","Rampa da lonxa de Cangas,","Zona A. (de punta Vixía ao río de Barra, (1); Zona B. (de punta Creixiña á praia de Liméns, (excluída)); Zona C. (dende a praia de Liméns (excluída) á praia do Sinal,); Figuras de protección: (1) Zona LIC,;","2019239"
"KPOL","C.P. O Grove","F","A pé;","ARM, DIN, NER, UBI,","Meloxo, (de peirao de Meloxo a praia Lavandeira,); Ardía, (de punta Antarde e as Morrasas,); Vilalonga-Dena-Castrelo, (de punta Fianteira e punta de Couto de Abaixo,); de punta Faxilda e punta Colmado, de punta Con da Con de Aguieira a punta Raeiros, de Con do Cavernal e punta das Pozas,","180","De xaneiro a decembro,","Zonas de traballo, lonxa de O Grove,","*","2019240"
"KPOL","C.P. Portonovo","F","A pé;","UBI,","Praia Faxilda, (ou Pociñas,); praia de Pragueira, praia de Bascuas, praia de Montalvo, praia Canelas,","180","De xaneiro a decembro,","Instalacións da C.P. Portonovo, praia de Bascuas,","Zona 1. praia Faxilda,;  Zona 2. praia de Pragueira, (PO-216),; Zona 3. praia de Bascuas, (PO-217),; Zona 4. praia de Montalvo, (PO-218),; Zona 5. praia Canelas, (PO-219);","2019241"
"KPOL","C.P. Redondela","F","A pé;","DIN, NER,","A Portela, (de Punta Monte Gordo a Punta do Socorro,); praia de Barra, A Tellleira,","150","De xaneiro a decembro,","Lonxa de Cesantes,","A Portela I (VI-132), A Portela II (VI-133), A Barra I (VI-134-I), A Barra II (VI-134-II), A Telleira (VI-256),;","2019242"
"KPOL","C.P. Sanxenxo","F","A pé;","UBI,","Praia de Pampaido, Praia Area da Adra, Praia das Areas, Praia de Nanín, Praia de Barreiro, Praia de Carabuxeira, Praia de Silgar,","168","De xaneiro a decembro,","Zonas de traballo,","Zona 1. Praia de Pampaido (PO-220),; Zona 2. Praia de Area da Adra (PO-221),; Zona 3. Praia de Areas (PO-222),; Zona 4. Praia de Nanín (PO-223),; Zona 5. Praia de Barreiro (PO-224),; Zona 6. Praia de Carabuxeira (PO-225),; Zona 7. Praia de Silgar (PO-226),;","2019243"
"KPOL","C.P. Vigo","F","A pé;","ARM, DIN, NER,","Bancos intermareais entre o puntal da Serra e praia de Arealonga, (excluída);","100","De marzo a decembro,","Zonas de traballo, lonxa de Canido, lonxa de Vigo,"," Areiña (VI-139), Etea (VI-183), praia de Bouzas (VI-066), praia de Alcabre, praia de Canido (VI-178), praia do Serral (VI-064),","2019244"
"KPOL","C.P. Vilaboa","F","A pé;","ARM, DIN, NER,","Cabalo, Deilán, Río Maior, San Adrián, (norte);","50","De xaneiro a decembro,","Peirao de Santa Cristina de Cobres,","Cabalo (VI-147), Deilán (VI-236), Río Maior (VI-237), San Adrián (norte) (VI-238),; ZEC Enseada San Simón,;","2019245"
"KPOL","C.P. Vilanova","F","MA;","DIN,","As Sinas, Con Grande, Carballas, Negrenlas,","74","De marzo a outubro,","Embarcación na zona de traballo, lonxa de Vilanova,","As Sinas (AR-009), Con Grande (AR- 010), As Carballas (AR-001), Negrenlas (AR-008),","2019246"

