"tipo_Plan","entidad_promotora","conjunto","modalidad_captura","especies_objetivo","zona_Trabajo","dias_maximos","epoca_Trabajo","puntos_control","zonas_trabajo_detallada","ide_plan_explotación",
"KPOL","C.P. Lira","F","A pé;","UBI, NER, ARM,","Da desembocadura do río Larada ata punta Insua, Excepto as praias de Cons, Larpa, Gavota, Ximprón Susiños, Surreseco,","130","De xaneiro a decembro,","Peirao de Lira,","Zona A (da boca do río a Maceiras, praia da lagoa e lagoa de Carrofeito),; Zona B (de Maceiras (S da praia de Carnota) á esquina do campo de fútbol, incluíndo a praia de Portocubelo),; Zona C (da esquina do campo de fútbol a O Curro),; Zona D (de O Curro ata punta Raposeiros (Lombo da Campa), Dende Lombo da Campa ata punta Insua. Excepto praias de Cons, Larpa, Gavota, Ximprón Susiños e Surreseco,; Dentro da REMIP, en concreto: Zona A (praia da lagoa e lagoa de Carrofeito), Zona B (praias de Caxido, Cancelo, Mar de Lira,), Zona C (praias de porto de Barca e porto Balea), Zona D (praia de Ardeleiro),;","2017211"
"KPOL","C.P. Lira","F","MSAS;","UBI,","Da desembocadura do río Larada a punta Insua,","70","De abril a outubro,","Peirao de Lira,","Zona A (da boca do río a Maceiras), Zona B (de Maceiras (S da praia de Carnota) á esquina do campo de fútbol), Zona C (da esquina do campo de fútbol a O Curro), Zona D (de O Curro ata punta Raposeiros (Lombo da Campa)),; Zona fora da REMIP: (Dende Lombo da Campa ata punta Insua),;","2017212"
"KPOL","C.P. Miño","F","A pé;","ARM, NER, UBI, DIN,","Souto, Lombo de Castelo de Souto, río Láncara, Salinas, río Muerto, Lombo do Castelo do Pedrido, punta praia Xúrela, praia pequena de Miño (Cebado), praia pequena de Miño (Couce), Lombo de Espiñeira, Ponte do Porco, final de praia Grande, Seixas, río Bañobre,","140","De xaneiro a decembro,","Porto-praia pequena de Miño,","Zona 1: (Souto, Lombo de Castelo de Souto, Río Láncara, Salinas, Río Muerto, Lombo do Castelo de O Pedrido, punta praia Xurela, praia pequena de Miño (Cebado), praia pequena de Miño (Couce), Lombo de Espiñeira,); Zona 2: (Ponte do Porco, final praia Grande, Seixas, Río Bañobre,);","2017213"
"KPOL","C.P. Muros","F","MA; MSAS;","ARM, NER, UBI,","De punta Insua a punta Uhía,","150","De xaneiro a decembro,","Faro de Monte Louro, Ancoradoiro, peirao de Muros, peirao de Esteiro,","(de Punta Insua a punta Uhía 1) (MN-101-I), (de punta Insua a punta Uhía 2) (MN-101-II), (de punta Insua a punta Uhía 3: punta Insua a punta Uhía 3a) (MN-101-IIIa), (punta Insua a punta Uhía 3b) (MN-101-IIIb), (de punta Insua a punta Uhía 4) (MN-101-IV),;","2017214"
"KPOL","C.P. O Pindo","F","A pé;","ARM, DIN, NER, UBI,","Praia de San Pedro, de punta do Portiño a praia de Cornabecerra; de as Pedras Mariñas a punta Caldebarcos, praias de Area Branca, Lires, O Rostro, Mar de Fóra, Arnela: (Praias de Cons, praia de Larpa, Gavota, Ximprón, Susiños, Surreseco,","195","De xaneiro a decembro,","Porto do Pindo, praia do Rostro, Porto de Portocubelo,"," -No ámbito do Pindo: punta Caldebarcos (CM-101), pozo das Centolas (CM-107), praia de San Pedro (CM-039), (de punta do Portiño a praia de Cornabecerra) (CM-040), praia de Area Branca (CM-041), entre as pedras Mariñas e Punta Caldebarcos (sen codificar),; -No ámbito de Fisterra: praias de Lires (ao sur da desembocadura do río Castro) (CM-172), O Rostro (CM-173), Mar de Fora (CM-175), Arnela (CM-174),; -No ámbito de Lira (sen codificar) Dentro da REMIP: zonas de Cons e Larpa (zona B da reserva), Gavota (zona B), Ximprón, praia de Susiños (zona D); Fóra da REMIP:  praia de Surreseco,;","2017215"
"KPOL","C.P. Porto do Son","F","A pé;","ARM, DIN, NER, UBI,","De punta Cabeiro a punta Magrío, de punta Castro a río Sieira,","135","De xaneiro a decembro,","Praia de Cabeiro, peirao de Porto do Son, praia Arnela, praia de Arealonga, Porcalleira, río Sieira,"," -Zona A (de punta Cabeiro a porto de Porto do Son) (MN-088-I),; -Zona B (de escolleira Porto do Son a punta Magrío) (MN-088-II),; -Zona C (de punta Castro a Porcalleira) (MN-090-I), (MN-091-I),; -Zona D (de Porcalleira a río Sieira) (MN-092-I), (MN-093-I), (MN-094-I), (MN-095-I), (MN-096-I),;","2017216"
"KPOL","C.P. Porto do Son","F","MA; MSAS;","ARM, DIN, NER, UBI,","De punta Cabeiro a punta Magrío, de punta Castro a río Sieira,","135","De xaneiro a decembro,","Peirao de Porto do Son,"," -Zona A (de punta Cabeiro a porto de Porto do Son) (MN-089-II),; -Zona B (de escolleira Porto do Son a punta Magrío) (MN-089-II),; -Zona C (de punta Castro a Porcalleira) (MN-091-II),; -Zona D (de Porcalleira a río Sieira) (MN-092-II), (MN-093-II), (MN-094-II), (MN-095-II), (MN-096-II),;","2017217"
"KPOL","C.P. Cambados","F","A pé;","ARM, DIN, NER,","Saco de Fefiñáns, Pantalán, Fefiñáns, O Varal, Bebedeiros, Medio do Sarrido, Illeira, de punta Tragrove a Rego do Alcalde,","180","De xaneiro a decembro,","Galpón de Ribeira da Mouta,"," -Zona 1: Saco de Fefiñáns (AR-015),; -Zona 2: Pantalán (AR-013), Fefiñáns (AR-012),; -Zona 3: O Varal (AR-011),; -Zona 4: Bebedeiros, Medio do Sarrido, Illeira (AR-011),; -Zona 5: (de Punta Tragrove a rego do Alcalde) (AR-217),;","2017218"
"KPOL","C.P. Cangas","F","MA; MSAS;","ARM, DIN, NER, UBI,","De praia do Sinal a punta Vixía,","80","De xaneiro a decembro,","Zona de traballo, rampla da lonxa de Cangas,","Zona A (de punta Vixía ao río de Barra)*,; -Zona B: (de punta Creixiña á praia de Liméns (excluída)),; -Zona C: (dende a praia de Liméns (excluída) á praia do Sinal),; Figuras de protección: * Zona LIC,","2017219"
"KPOL","C.P. O Grove","F","A pé;","ARM, DIN, NER, UBI,","Meloxo: de peirao de Meloxo a praia Lavandeira, Ardía: de punta Antarde a as Morrasas, Vilalonga-Dena-Castrelo: de punta Fianteira a punta de Couto de Abaixo, de punta Faxilda a punta Colmado, de punta San Vicente ao porto deportivo de Pedras Negras, de Con do Cavernal a punta das Pozas,","180","De xaneiro a decembro,","Zonas de traballo, instalacións da confraría O Grove,","(punta Antarde e as Morrasas), Vilalonga-Dena-Castrelo (entre punta Fianteira e punta de Couto de Abaixo), (de punta Faxilda e punta Colmado), (entre punta San Vicente e o porto deportivo de Pedras Negras), (entre Con do Cavernal e punta das Pozas),","2017220"
"KPOL","C.P. Portonovo","F","A pé;","UBI,","Praia Faxilda (ou Pociñas), praia de Prageira, praia de Bascuas, praia de Montalvo, praia Canelas,","168","De xaneiro a decembro,","Instalacións da confraría de Portonovo, praia de Bascuas,","Zona 1 praia Faxilda, Zona 2 praia de Pragueira, Zona 3 praia de Bascuas, Zona 4 praia de Montalvo, Zona 5 praia Canelas,;","2017221"
"KPOL","C.P. Redondela","F","A pé;","DIN, NER,","A Portela: de Punta Monte Gordo a Punta do Socorro,; praia de Barra,;","150","De xaneiro a decembro,","A Portela, instalacións da confraría de Redondela,"," -Subzona 1: A Portela (VI-132), (VI-133), A Barra (VI-134-II),; -Subzona 2: A Telleira, A Barra (VI-134-II),;","2017222"
"KPOL","C.P. Sanxenxo","F","A pé;","UBI,","Praias de Pampaido, Area da Adra, Praias das Areas, Praias de Nanín, Praias de Barreiro, Praias de Carabuxeira, Praias de Silgar,","96","De xaneiro a decembro,","Nas zonas de extracción,","Zona 1 Praia de Pampaido, Zona 2 Praia de Area da Adra, Zona 3 Praia de Areas, Zona 4 Praia de Nanín, Zona 5 Praia de Barreiro, Zona 6 Praia de Carabuxeira, Zona 7 Praia de Silgar,;","2017223"
"KPOL","C.P. Vigo","F","A pé;","ARM, DIN, NER,","Bancos intermareais de o puntal da Serra a praia de Arealonga (excluída),","100","De marzo a decembro","Zonas de traballo, lonxa de Canido, lonxa de Vigo,","Areiña (VI-139), Etea (VI-183), praia de Bouzas (VI-066), praia de Alcabre, praia de Canido (VI-178), praia do Serral (VI-064),;","2017224"
"KPOL","C.P. Vilaboa","F","A pé;","ARM, DIN, NER,","Cabalo, Deilán, Río Maior, San Adrián (norte),","50","De xaneiro a decembro,","Peirao de Santa Cristina de Cobres,","Cabalo (VI-147), Deilán (VI-236), Río Maior (VI-237), San Adrián (norte) (VI-238),; ZEC Enseada San Simón,","2017225"
"KPOL","C.P. Vilanova","F","MA;","DIN,","As Sinas, Con Grande, Carballas, Negrenlas,","108","De xaneiro a decembro,","Embarcación na zona de traballo, lonxa de Vilanova,","As Sinas (AR-009), Con Grande (AR-010), As Carballas (AR-001), Negrenlas (AR-008),;","2017226"
