tipoCode,entidad,conxunto,modalidade,especiesPlan,zonaTraballo,diasMax,epocaTraballo,puntosControl,BMSigremar,id_plan_explotacion
KPOL,"C.P. Camelle, C.P. Corme, C.P. Laxe, C.P. Malpica, (plan conxunto)",T,A pé; MA; MSAS;,"UBI,","De punta Gallada a Pedra do Sal, agás as praias de Laxe, as illas Sisargas, as lagoas de Baldaio,",170,"De xaneiro a decembro,","Rampa do porto de Corme, caseta información turística A Carballa,","Zona A: praias do ámbito territorial da confraría de Camelle (CM-157), (CM-160), (CM-161), (CM-162), (CM-163), (CM-187), (CM-188), (CM-189), (CM-190), (CM-191), (CM-192), (CM-193), (CM-194), (CM-195), (CM-196), (CM-197), (CM-198), (CM-230), (CM-231, (*) CM-232), (CM-233), (CM-234),; Zona B: praias do ámbito territorial da confraría de Laxe, agás a praia de Laxe (CM-154), (CM-199), (CM-200), (CM-235),; Zona C: praias do ámbito territorial da confraría de Corme (CM-153), (CM-155), (CM-156), (CM-158), (CM-159), (CM-178), (CM-179), (CM-180), (CM-181), (CM-182), (CM-183), (CM-184), (CM-185), (CM-186), (CM-223), (CM-224), (CM-225), (CM-226), (CM-227),; Zona D: praias do ámbito territorial da confraría de Malpica, agás as Lagoas de Baldaio e as Illas Sisargas (CM-164), (CM-165), (CM-166), (CM-167), (CM-168), (CM-169), (CM-170), (CM-201), (CM-202), (CM-203), (CM-204), (CM-205), (CM-206), (CM-207), (CM-208), (CM-209), (CM-210), (CM-211), (CM-212), (CM-213), (CM-214), (CM-215), (CM-216), (CM-217), (CM-218), (CM-219), (CM-220), (CM-221), (CM-222), (CM-236), (CM-237), (CM-238), (CM-239),;",2018214
KPOL,C.P. Corcubión,F,A pé;,"ARM, NER, DIN,","De punta Arnela á desembocadura do río Xallas,",40,"De marzo a outubro,","Lonxa de Corcubión,","dende Punta Arnela ata a desembocadura do río Xallas,",2018215
KPOL,C.P. Corcubión,F,MA; MSAS;,"UBI,","De punta Arnela á desembocadura do río Xallas,",62,"De marzo a outubro,","Rampla do peirao fronte á lonxa de Corcubión,","Fornelos, Brens-Quenxe, Castillos, Caneliñas, Gurés, Ézaro, Illas Lobeiras,",2018216
KPOL,C.P. Ferrol,F,MSAS;,"ARM, NER, UBI,","Desde a ponte do tren ata o faro de punta Frouxeira,",100,"De xuño a outubro,","Zonas de traballo, peirao de Ferrol,","Zona 1: dende a ponte do ferrocarril ata cabo Prioriño Grande,; Zona 2: dende Prioriño Grande ata cabo Prior(praia de San Xurxo),; Zona 3: dende cabo Prior ata o faro de punta Frouxeira (praias de Santa Comba, Sartaña e Covas),;",2018217
KPOL,C.P. Lira,F,A pé;,"UBI, NER, ARM,","Da desembocadura do río Larada ata punta Ínsua, (Excepto as praias de Ximprón, Susiños,),;",130,"De xaneiro a decembro,","Peirao de Lira,","Dentro da REMIP: Zona A) da boca do río a Maceiras, praia da lagoa e lagoa de Carrofeito,; Zona B) de Maceiras (S da praia de Carnota) á esquina do campo de fútbol, incluíndo a praia de Portocubelo, Bancos de Cons, Larpa, Mar de Lira,; Zona C) da esquina do campo de fútbol a O Curro,; Zona D) de O Curro ata punta Raposeiros (lombo da Campa), Banco de Ardeleiro, Agás banco de Ximprón que está cedido á confraría de O Pindo,; Fóra da REMIP: Dende punta Raposeiros ata punta Insua, Bancos de Surreseco, Arca, Exceptúase o banco de Susiños que está cedido á confraría de O Pindo,;",2018218
KPOL,C.P. Lira,F,MSAS;,"UBI,","Da desembocadura do río Larada a punta Insua,",70,"De abril a outubro,","Peirao de Lira,","Dentro da REMIP: Zona A) da boca do río a Maceiras, praia da Lagoa, Lagoa de Carrofeito,; Zona B) de Maceiras (S da praia de Carnota) á esquina do campo de fútbol, incluíndo a praia de Portocubelo (inclúe praias de Caxido, Cancelo e Mar de Lira),; Zona C) da esquina do campo de fútbol a O Curro (inclúe praias de porto da Barca e porto Balea),; Zona D) de O Curro ata punta Raposeiros (Lombo da Campa), (inclúe a paraia de Ardeleiro),; Fóra da REMIP: Dende Lombo da Campa ata punta Insua,;",2018219
KPOL,C.P. Miño,F,A pé;,"ARM, NER, UBI, DIN,","De punta Carboeira ata a marxe dereita da desembocadura do río Mandeo na ponte do Pedrido,",140,"De xaneiro a decembro,","Porto-praia pequena de Miño,","Praia das Vacas (CF-091-I), Porto-Praia Pequena (CF-090-I), Ponte do Porco (CF-082-I), Espiñeira (CF-089-I), Souto (CF-086), Cuco, Castelo do Pedrido, Bañobre, Alpompor,;",2018220
KPOL,C.P. Muros,F,MA; MSAS;,"ARM, NER, UBI, DIN,","De punta Insua a punta Uhía,",150,"De xaneiro a decembro,","Faro de Monte Louro, Ancoradoiro, peirao de Muros e peirao de Esteiro","Punta Insua a punta Uhía 1 (MN-101-I), punta Insua a punta Uhía 2 (MN-101-II), punta Insua a punta Uhía 3: punta Insua a punta Uhía 3a (MN-101-III), punta Insua a punta Uhía 3b (MN-101-IV), punta Insua a punta Uhía 4 (MN-101-V),;",2018221
KPOL,C.P. O Pindo,F,A pé;,"ARM, DIN, NER, UBI,","Desembocadura do río Larada ata a desembocadura do río Xallas,; Praias de Area Branca, Lires, O Rostro, Mar de Fóra, Arnela,; praias de Ximprón, Susiños,;",195,"De xaneiro a decembro,","Porto do Pindo, praia do Rostro, Porto de Portocubelo,","No ámbito do Pindo: Punta Caldebarcos (CM-101), Pozo das Centolas (CM-107), Praia de San Pedro (CM-039), De punta do Portiño a praia de Cornabecerra (CM-040), Praia de Area Branca (CM-041), Entre as pedras Mariñas e Punta Caldebarcos (sen codificar),; No ámbito de Fisterra: Praias de Lires (ao sur da desembocadura do río Castro) (CM-172), O Rostro (CM-173), Mar de Fora (CM-175), Arnela (CM-174),; No ámbito de Lira (sen codificar),; Dentro da REMIP –Ximprón e praia de Susiños (zona D),;",2018222
KPOL,C.P. Porto do Son,F,A pé;,"ARM, DIN, NER, UBI,","Entre punta Cabeiro e río Sieira,",135,"De xaneiro a decembro,","Praia de Cabeiro, peirao de Porto do Son, praia Arnela, praia de Arealonga, Porcalleira, río Sieira,","Zona A: de punta Cabeiro a porto de Porto do Son (MN-088-I),; Zona B: de escolleira Porto do Son a punta Magrío (MN-089-I),; Zona C: de punta Castro a Porcalleira (MN-090-I), (MN-091-I),; Zona D: de Porcalleira a río Sieira (MN-092-I), (MN-093-I), (MN-094-I), (MN-095-I), (MN-096-I),;",2018223
KPOL,C.P. Porto do Son,F,MA; MSAS;,"UBI,","Entre punta Cabeiro e río Sieira,",135,"De xaneiro a decembro,","Peirao de Porto do Son,","Zona A: de punta Cabeiro a porto de Porto do Son (MN-088-II),; Zona B: de escolleira Porto do Son a punta Magrío (MN-089-II),; Zona C: de punta Castro a Porcalleira (MN-90-II), (MN-091-II),; Zona D: de Porcalleira a río Sieira (MN-092-II), (MN-093-II), (MN-094-II), (MN-095-II), (MN-096-II),;",2018224
KPOL,C.P. Aldán-O Hio,F,A pé;,"ARM, DIN, NER, UBI,","De punta Couso a punta Morcegos cara ao interior da ría de Aldán,",36,"De xaneiro a decembro,","Lonxa de Aldán,","Vilariño (PO-166), San Cibrán (PO-167),",2018225
KPOL,C.P. Cambados,F,A pé;,"ARM, DIN, NER,","Saco de Fefiñáns, pantalán, Fefiñáns,; O Varal, Bebedeiros, Medio do Sarrido, Illeira, de punta Tragrove a rego do Alcalde,;",180,"De xaneiro a decembro,","Galpón de Ribeira da Mouta,","Zona 1: Saco de Fefiñáns (AR-015),; Zona 2 Pantalán (AR-013), Fefiñáns (AR-012),; Zona 3: O Varal (AR-011),; Zona 4: Bebedeiros, Medio do Sarrido, Illeira (AR-011),; Zona 5: Punta Tragrove a rego do Alcalde (AR-217),;",2018226
KPOL,C.P. Cangas,F,MA; MSAS;,"UBI,","De praia do Sinal a punta Vixía,",80,"De xaneiro a decembro,","Rampa da lonxa de Cangas,","Zona A: de punta Vixía ao río de Barra,*; Zona B: de punta Creixiña á praia de Liméns (excluída),; Zona C: dende a praia de Liméns (excluída) á praia do Sinal,; Figuras de protección: * Zona LIC;",2018227
KPOL,C.P. O Grove,F,A pé;,"ARM, DIN, NER, UBI,","Meloxo (de peirao de Meloxo a praia Lavandeira,),; Ardía (entre punta Antarde e As Morrasas,),; Vilalonga-Dena-Castrelo (entre punta Fianteira e punta de Couto de Abaixo,),; de punta Faxilda e punta Colmado, entre punta San Vicente, o porto deportivo de Pedras Negras, entre Con do Cavernal, punta das Pozas,",180,"De xaneiro a decembro,","Zonas de traballo, instalacións da confraría do Grove,","Meloxo (de peirao de Meloxo a praia Lavandeira), Ardía (entre punta Antarde e as Morrasas), Vilalonga-Dena-Castrelo (entre punta Fianteira e punta de Couto de Abaixo), de punta Faxilda a punta Colmado, entre punta San Vicente e o porto deportivo de Pedras Negras, entre Con do Cavernal a punta das Pozas,;",2018228
KPOL,C.P. Portonovo,F,A pé;,"UBI,","Praia Faxilda (ou Pociñas), praia de Prageira, praia de Bascuas, praia de Montalvo, praia Canelas,",180,"De xaneiro a decembro,","Instalacións da confraría, praia de Bascuas,","Zona 1: praia Faxilda,; Zona 2: praia de Pragueira,; Zona 3: praia de Bascuas,; Zona 4 praia de Montalvo,; Zona 5: praia Canelas,;",2018229
KPOL,C.P. Redondela,F,A pé;,"DIN, NER,","A Portela (de Punta Monte Gordo a Punta do Socorro), praia de Barra,",150,"De xaneiro a decembro,","A portela, instalacións da C.P. Redondela,","Subzona 1: A Portela,(VI-132), (VI-133), A Barra (VI-134-II),; Subzona 2: A Telleira, A Barra (VI-134-II),;",2018230
KPOL,C.P. Sanxenxo,F,A pé;,"UBI,","Praias de Pampaido, Area da Adra, das Areas, de Nanín, de Barreiro, de Carabuxeira, de Silgar,",168,"De xaneiro a decembro,","Nas zonas de extracción,","Zona1: Praia de Pampaido,; Zona 2: Praia de Area da Adra,; Zona 3: Praia de Areas,; Zona 4: Praia de Nanín,; Zona 5: Praia de Barreiro,; Zona 6: Praia de Carabuxeira,; Zona 7: Praia de Silgar,;",2018231
KPOL,C.P. Vigo,F,A pé;,"ARM, DIN, NER,","Bancos intermareais entre o puntal da Serra e praia de Arealonga (excluída),",100,"De marzo a decembro,","Zonas de traballo, lonxa de Canido, lonxa de Vigo,","Areiña (VI-139), Etea (VI-183), praia de Bouzas (VI-066), praia de Alcabre, praia de Canido (VI-178), praia do Serral (VI-064),;",2018232
KPOL,C.P. Vilaboa,F,A pé;,"ARM, DIN, NER,","Cabalo, Deilán, Río Maior, San Adrián (norte),",50,"De xaneiro a decembro,","Peirao de Santa Cristina de Cobres,","Cabalo (VI-147), Deilán (VI-236), Río Maior (VI-237), San Adrián (norte) (VI-238),; ZEC Enseada San Simón;",2018233
KPOL,C.P. Vilanova,F,MA;,"DIN,","As Sinas, Con Grande, Carballas, Negrenlas,",80,"De abril a a setembro,","Embarcación na zona de traballo, lonxa de Vilanova,","As Sinas (AR-009), Con Grande (AR- 010), As Carballas (AR-001), Negrenlas (AR-008),;",2018234
